name,name_lower,firstinitial_lower,firstname_lower,lastname_lower,position_description,position_description_cleaned,value,birth_date,birth_year,birth_month,age,playing_country
Jordan Siebatcheu,jordan siebatcheu,j,jordan,siebatcheu,Centre-Forward,Forward,3150000.0,1996-04-26,1996,4,24,France
Georginio Rutter,georginio rutter,g,georginio,rutter,Centre-Forward,Forward,135000.0,2002-04-20,2002,4,18,France
Walter Benítez,walter benitez,w,walter,benitez,Goalkeeper,Goalkeeper,7200000.0,1993-01-19,1993,1,27,Argentina
Yoan Cardinale,yoan cardinale,y,yoan,cardinale,Goalkeeper,Goalkeeper,585000.0,1994-03-27,1994,3,26,France
Teddy Boulhendi,teddy boulhendi,t,teddy,boulhendi,Goalkeeper,Goalkeeper,135000.0,2001-04-09,2001,4,19,France
Robson Bambu,robson bambu,r,robson,bambu,Centre-Back,Defender,5400000.0,1997-11-12,1997,11,22,Brazil
Andy Pelmard,andy pelmard,a,andy,pelmard,Centre-Back,Defender,3240000.0,2000-03-12,2000,3,20,France
Dante,dante,d,dante,dante,Centre-Back,Defender,720000.0,1983-10-18,1983,10,36,Brazil
Flavius Daniliuc,flavius daniliuc,f,flavius,daniliuc,Centre-Back,Defender,450000.0,2001-04-27,2001,4,19,Austria
Stanley Nsoki,stanley nsoki,s,stanley,nsoki,Left-Back,Defender,9900000.0,1999-04-09,1999,4,21,France
Hassane Kamara,hassane kamara,h,hassane,kamara,Left-Back,Defender,5400000.0,1994-03-05,1994,3,26,France
Racine Coly,racine coly,r,racine,coly,Left-Back,Defender,2250000.0,1995-12-08,1995,12,24,Senegal
Youcef Atal,youcef atal,y,youcef,atal,Right-Back,Defender,18000000.0,1996-05-17,1996,5,24,Algeria
Jordan Lotomba,jordan lotomba,j,jordan,lotomba,Right-Back,Defender,3600000.0,1998-09-29,1998,9,21,Switzerland
Patrick Burner,patrick burner,p,patrick,burner,Right-Back,Defender,2880000.0,1996-04-11,1996,4,24,France
Morgan Schneiderlin,morgan schneiderlin,m,morgan,schneiderlin,Defensive Midfield,Midfielder,8550000.0,1989-11-08,1989,11,30,France
Danilo,danilo,d,danilo,danilo,Defensive Midfield,Midfielder,5850000.0,1996-02-28,1996,2,24,Brazil
Adrien Tamèze,adrien tameze,a,adrien,tameze,Defensive Midfield,Midfielder,4050000.0,1994-02-04,1994,2,26,Cameroon
Khéphren Thuram,khephren thuram,k,khephren,thuram,Defensive Midfield,Midfielder,3240000.0,2001-03-26,2001,3,19,France
Wylan Cyprien,wylan cyprien,w,wylan,cyprien,Central Midfield,Midfielder,13050000.0,1995-01-28,1995,1,25,France
Pierre Lees Melou,pierre lees melou,p,pierre,melou,Central Midfield,Midfielder,7200000.0,1993-05-25,1993,5,27,France
Jean-Victor Makengo,jean-victor makengo,j,jean-victor,makengo,Central Midfield,Midfielder,3240000.0,1998-06-12,1998,6,22,France
Hicham Boudaoui,hicham boudaoui,h,hicham,boudaoui,Central Midfield,Midfielder,3240000.0,1999-09-23,1999,9,20,Algeria
Alexis Trouillet,alexis trouillet,a,alexis,trouillet,Central Midfield,Midfielder,720000.0,2000-12-23,2000,12,19,France
Ihsan Sacko,ihsan sacko,i,ihsan,sacko,Attacking Midfield,Midfielder,1440000.0,1997-07-19,1997,7,23,France
Alexis Claude-Maurice,alexis claude-maurice,a,alexis,claude-maurice,Left Winger,Forward,7200000.0,1998-06-06,1998,6,22,France
Pedro Brazão,pedro brazao,p,pedro,brazao,Left Winger,Forward,360000.0,2002-12-30,2002,12,17,Portugal
Rony Lopes,rony lopes,r,rony,lopes,Right Winger,Forward,9000000.0,1995-12-28,1995,12,24,Portugal
Dan Ndoye,dan ndoye,d,dan,ndoye,Right Winger,Forward,1170000.0,2000-10-25,2000,10,19,Switzerland
Eddy Sylvestre,eddy sylvestre,e,eddy,sylvestre,Right Winger,Forward,270000.0,1999-08-29,1999,8,21,France
Kasper Dolberg,kasper dolberg,k,kasper,dolberg,Centre-Forward,Forward,18000000.0,1997-10-06,1997,10,22,Denmark
Myziane Maolida,myziane maolida,m,myziane,maolida,Centre-Forward,Forward,6480000.0,1999-02-14,1999,2,21,France
Amine Gouiri,amine gouiri,a,amine,gouiri,Centre-Forward,Forward,6300000.0,2000-02-16,2000,2,20,France
Evann Guessand,evann guessand,e,evann,guessand,Centre-Forward,Forward,,2001-07-01,2001,7,19,France
Benoît Costil,benoit costil,b,benoit,costil,Goalkeeper,Goalkeeper,3150000.0,1987-07-03,1987,7,33,France
Gaëtan Poussin,gaetan poussin,g,gaetan,poussin,Goalkeeper,Goalkeeper,810000.0,1999-01-13,1999,1,21,France
Over Mandanda,over mandanda,o,over,mandanda,Goalkeeper,Goalkeeper,90000.0,1998-10-26,1998,10,21,France
Pablo,pablo,p,pablo,pablo,Centre-Back,Defender,7200000.0,1991-06-21,1991,6,29,Brazil
Laurent Koscielny,laurent koscielny,l,laurent,koscielny,Centre-Back,Defender,3600000.0,1985-09-10,1985,9,34,France
Mexer,mexer,m,mexer,mexer,Centre-Back,Defender,2880000.0,1988-09-08,1988,9,31,Mozambique
Vukasin Jovanovic,vukasin jovanovic,v,vukasin,jovanovic,Centre-Back,Defender,2160000.0,1996-05-17,1996,5,24,Serbia
Paul Baysse,paul baysse,p,paul,baysse,Centre-Back,Defender,720000.0,1988-05-18,1988,5,32,France
Alexandre Lauray,alexandre lauray,a,alexandre,lauray,Centre-Back,Defender,225000.0,1997-03-18,1997,3,23,France
Loris Benito,loris benito,l,loris,benito,Left-Back,Defender,2880000.0,1992-01-07,1992,1,28,Switzerland
Maxime Poundjé,maxime poundje,m,maxime,poundje,Left-Back,Defender,2160000.0,1992-08-16,1992,8,28,France
Youssouf Sabaly,youssouf sabaly,y,youssouf,sabaly,Right-Back,Defender,7200000.0,1993-03-05,1993,3,27,Senegal
Enock Kwateng,enock kwateng,e,enock,kwateng,Right-Back,Defender,2880000.0,1997-04-09,1997,4,23,France
Otávio,otavio,o,otavio,otavio,Defensive Midfield,Midfielder,5850000.0,1994-05-04,1994,5,26,Brazil
Albert Lottin,albert lottin,a,albert,lottin,Defensive Midfield,Midfielder,405000.0,2001-08-29,2001,8,19,France
Toma Basic,toma basic,t,toma,basic,Central Midfield,Midfielder,4320000.0,1996-11-25,1996,11,23,Croatia
Rubén Pardo,ruben pardo,r,ruben,pardo,Central Midfield,Midfielder,2160000.0,1992-10-22,1992,10,27,Spain
Yacine Adli,yacine adli,y,yacine,adli,Attacking Midfield,Midfielder,5670000.0,2000-07-29,2000,7,20,France
Mehdi Zerkane,mehdi zerkane,m,mehdi,zerkane,Attacking Midfield,Midfielder,,1999-07-15,1999,7,21,France
Rémi Oudin,remi oudin,r,remi,oudin,Right Winger,Forward,6300000.0,1996-11-18,1996,11,23,France
Samuel Kalu,samuel kalu,s,samuel,kalu,Right Winger,Forward,5850000.0,1997-08-26,1997,8,23,Nigeria
Josh Maja,josh maja,j,josh,maja,Centre-Forward,Forward,5670000.0,1998-12-27,1998,12,21,Nigeria
Nicolas de Préville,nicolas de preville,n,nicolas,preville,Centre-Forward,Forward,4950000.0,1991-01-08,1991,1,29,France
Ui-jo Hwang,ui-jo hwang,u,ui-jo,hwang,Centre-Forward,Forward,2160000.0,1992-08-28,1992,8,28,"Korea, South"
Alexandre Mendy,alexandre mendy,a,alexandre,mendy,Centre-Forward,Forward,1620000.0,1994-03-20,1994,3,26,France
Jimmy Briand,jimmy briand,j,jimmy,briand,Centre-Forward,Forward,1440000.0,1985-08-02,1985,8,35,France
Alban Lafont,alban lafont,a,alban,lafont,Goalkeeper,Goalkeeper,9900000.0,1999-01-23,1999,1,21,France
Denis Petric,denis petric,d,denis,petric,Goalkeeper,Goalkeeper,225000.0,1988-05-24,1988,5,32,Serbia
Charly Jan,charly jan,c,charly,jan,Goalkeeper,Goalkeeper,135000.0,1999-05-27,1999,5,21,France
Andrei Girotto,andrei girotto,a,andrei,girotto,Centre-Back,Defender,3600000.0,1992-02-17,1992,2,28,Brazil
Jean-Charles Castelletto,jean-charles castelletto,j,jean-charles,castelletto,Centre-Back,Defender,2160000.0,1995-01-26,1995,1,25,Cameroon
Nicolas Pallois,nicolas pallois,n,nicolas,pallois,Centre-Back,Defender,1800000.0,1987-09-19,1987,9,32,France
Thomas Basila,thomas basila,t,thomas,basila,Centre-Back,Defender,1620000.0,1999-04-30,1999,4,21,France
Molla Wagué,molla wague,m,molla,wague,Centre-Back,Defender,720000.0,1991-02-21,1991,2,29,Mali
Charles Traoré,charles traore,c,charles,traore,Left-Back,Defender,2160000.0,1992-01-01,1992,1,28,Mali
Fábio,fabio,f,fabio,fabio,Right-Back,Defender,1980000.0,1990-07-09,1990,7,30,Brazil
Dennis Appiah,dennis appiah,d,dennis,appiah,Right-Back,Defender,1260000.0,1992-06-09,1992,6,28,France
Abdoulaye Touré,abdoulaye toure,a,abdoulaye,toure,Defensive Midfield,Midfielder,7200000.0,1994-03-03,1994,3,26,France
Pedro Chirivella,pedro chirivella,p,pedro,chirivella,Defensive Midfield,Midfielder,720000.0,1997-05-23,1997,5,23,Spain
Abou Ba,abou ba,a,abou,ba,Defensive Midfield,Midfielder,540000.0,1998-07-29,1998,7,22,France
Batista Mendy,batista mendy,b,batista,mendy,Defensive Midfield,Midfielder,225000.0,2000-01-12,2000,1,20,France
Imran Louza,imran louza,i,imran,louza,Central Midfield,Midfielder,9000000.0,1999-05-01,1999,5,21,France
Samuel Moutoussamy,samuel moutoussamy,s,samuel,moutoussamy,Central Midfield,Midfielder,1980000.0,1996-08-12,1996,8,24,DR Congo
Mehdi Abeid,mehdi abeid,m,mehdi,abeid,Central Midfield,Midfielder,1800000.0,1992-08-06,1992,8,28,Algeria
Ludovic Blas,ludovic blas,l,ludovic,blas,Attacking Midfield,Midfielder,9000000.0,1997-12-31,1997,12,22,France
Roli Pereira de Sa,roli pereira de sa,r,roli,sa,Attacking Midfield,Midfielder,270000.0,1996-12-10,1996,12,23,France
Moses Simon,moses simon,m,moses,simon,Left Winger,Forward,5850000.0,1995-07-12,1995,7,25,Nigeria
Anthony Limbombe,anthony limbombe,a,anthony,limbombe,Left Winger,Forward,3600000.0,1994-07-15,1994,7,26,Belgium
Abdoulaye Dabo,abdoulaye dabo,a,abdoulaye,dabo,Left Winger,Forward,810000.0,2001-03-04,2001,3,19,France
Marcus Coco,marcus coco,m,marcus,coco,Right Winger,Forward,2160000.0,1996-06-24,1996,6,24,France
Abdoul Kader Bamba,abdoul kader bamba,a,abdoul,bamba,Right Winger,Forward,1440000.0,1994-05-25,1994,5,26,France
Kalifa Coulibaly,kalifa coulibaly,k,kalifa,coulibaly,Centre-Forward,Forward,3600000.0,1991-08-21,1991,8,29,Mali
Renaud Emond,renaud emond,r,renaud,emond,Centre-Forward,Forward,3150000.0,1991-12-05,1991,12,28,Belgium
Thody Élie Youan,thody elie youan,t,thody,youan,Centre-Forward,Forward,653000.0,1999-04-07,1999,4,21,France
Bridge Ndilu,bridge ndilu,b,bridge,ndilu,Centre-Forward,Forward,315000.0,2000-07-21,2000,7,20,France
Randal Kolo Muani,randal kolo muani,r,randal,muani,Centre-Forward,Forward,270000.0,1998-12-05,1998,12,21,DR Congo
Stéphane Ruffier,stephane ruffier,s,stephane,ruffier,Goalkeeper,Goalkeeper,2160000.0,1986-09-27,1986,9,33,France
Stefan Bajic,stefan bajic,s,stefan,bajic,Goalkeeper,Goalkeeper,450000.0,2001-12-23,2001,12,18,France
Jessy Moulin,jessy moulin,j,jessy,moulin,Goalkeeper,Goalkeeper,450000.0,1986-01-13,1986,1,34,France
Alexis Guendouz,alexis guendouz,a,alexis,guendouz,Goalkeeper,Goalkeeper,270000.0,1996-01-26,1996,1,24,France
Wesley Fofana,wesley fofana,w,wesley,fofana,Centre-Back,Defender,9000000.0,2000-12-17,2000,12,19,France
Timothée Kolodziejczak,timothee kolodziejczak,t,timothee,kolodziejczak,Centre-Back,Defender,4320000.0,1991-10-01,1991,10,28,France
Harold Moukoudi,harold moukoudi,h,harold,moukoudi,Centre-Back,Defender,2880000.0,1997-11-27,1997,11,22,Cameroon
Gabriel Silva,gabriel silva,g,gabriel,silva,Left-Back,Defender,1440000.0,1991-05-13,1991,5,29,Brazil
Miguel Trauco,miguel trauco,m,miguel,trauco,Left-Back,Defender,1440000.0,1992-08-25,1992,8,28,Peru
Sergi Palencia,sergi palencia,s,sergi,palencia,Right-Back,Defender,2520000.0,1996-03-23,1996,3,24,Spain
Mathieu Debuchy,mathieu debuchy,m,mathieu,debuchy,Right-Back,Defender,1800000.0,1985-07-28,1985,7,35,France
Yvann Maçon,yvann macon,y,yvann,macon,Right-Back,Defender,473000.0,1998-10-01,1998,10,21,France
Alpha Sissoko,alpha sissoko,a,alpha,sissoko,Right-Back,Defender,360000.0,1997-03-07,1997,3,23,France
Yann M'Vila,yann m'vila,y,yann,m'vila,Defensive Midfield,Midfielder,5400000.0,1990-06-29,1990,6,30,France
Assane Dioussé,assane diousse,a,assane,diousse,Defensive Midfield,Midfielder,2160000.0,1997-09-20,1997,9,22,Senegal
Yvan Neyou,yvan neyou,y,yvan,neyou,Defensive Midfield,Midfielder,360000.0,1997-01-03,1997,1,23,Cameroon
Zaydou Youssouf,zaydou youssouf,z,zaydou,youssouf,Central Midfield,Midfielder,6480000.0,1999-07-11,1999,7,21,France
Mahdi Camara,mahdi camara,m,mahdi,camara,Central Midfield,Midfielder,900000.0,1998-06-30,1998,6,22,France
Adil Aouchiche,adil aouchiche,a,adil,aouchiche,Attacking Midfield,Midfielder,4860000.0,2002-07-15,2002,7,18,France
Ryad Boudebouz,ryad boudebouz,r,ryad,boudebouz,Attacking Midfield,Midfielder,2520000.0,1990-02-19,1990,2,30,Algeria
Bilal Benkhedim,bilal benkhedim,b,bilal,benkhedim,Attacking Midfield,Midfielder,1080000.0,2001-04-20,2001,4,19,France
Denis Bouanga,denis bouanga,d,denis,bouanga,Left Winger,Forward,8550000.0,1994-11-11,1994,11,25,Gabon
Arnaud Nordin,arnaud nordin,a,arnaud,nordin,Left Winger,Forward,4050000.0,1998-06-17,1998,6,22,France
Kévin Monnet-Paquet,kevin monnet-paquet,k,kevin,monnet-paquet,Left Winger,Forward,1080000.0,1988-08-19,1988,8,32,France
Romain Hamouma,romain hamouma,r,romain,hamouma,Right Winger,Forward,1800000.0,1987-03-29,1987,3,33,France
Maxence Rivera,maxence rivera,m,maxence,rivera,Right Winger,Forward,450000.0,2002-05-30,2002,5,18,France
Wahbi Khazri,wahbi khazri,w,wahbi,khazri,Centre-Forward,Forward,6300000.0,1991-02-08,1991,2,29,Tunisia
Loïs Diony,lois diony,l,lois,diony,Centre-Forward,Forward,2160000.0,1992-12-20,1992,12,27,France
Charles Abi,charles abi,c,charles,abi,Centre-Forward,Forward,1800000.0,2000-04-12,2000,4,20,France
Jean-Philippe Krasso,jean-philippe krasso,j,jean-philippe,krasso,Centre-Forward,Forward,540000.0,1997-07-17,1997,7,23,France
Jonas Omlin,jonas omlin,j,jonas,omlin,Goalkeeper,Goalkeeper,4320000.0,1994-01-10,1994,1,26,Switzerland
Dimitry Bertaud,dimitry bertaud,d,dimitry,bertaud,Goalkeeper,Goalkeeper,810000.0,1998-06-06,1998,6,22,France
Matis Carvalho,matis carvalho,m,matis,carvalho,Goalkeeper,Goalkeeper,180000.0,1999-04-28,1999,4,21,Portugal
Pedro Mendes,pedro mendes,p,pedro,mendes,Centre-Back,Defender,4320000.0,1990-10-01,1990,10,29,Portugal
Nicolas Cozza,nicolas cozza,n,nicolas,cozza,Centre-Back,Defender,3240000.0,1999-01-08,1999,1,21,France
Clément Vidal,clement vidal,c,clement,vidal,Centre-Back,Defender,405000.0,2000-06-18,2000,6,20,France
Daniel Congré,daniel congre,d,daniel,congre,Centre-Back,Defender,360000.0,1985-04-05,1985,4,35,France
Hilton,hilton,h,hilton,hilton,Centre-Back,Defender,90000.0,1977-09-13,1977,9,42,Brazil
Ambroise Oyongo,ambroise oyongo,a,ambroise,oyongo,Left-Back,Defender,2520000.0,1991-06-22,1991,6,29,Cameroon
Thibault Tamas,thibault tamas,t,thibault,tamas,Left-Back,Defender,180000.0,2001-02-20,2001,2,19,France
Arnaud Souquet,arnaud souquet,a,arnaud,souquet,Right-Back,Defender,3600000.0,1992-02-12,1992,2,28,France
Joris Chotard,joris chotard,j,joris,chotard,Defensive Midfield,Midfielder,6300000.0,2001-09-24,2001,9,18,France
Damien Le Tallec,damien le tallec,d,damien,tallec,Defensive Midfield,Midfielder,2880000.0,1990-04-19,1990,4,30,France
Junior Sambia,junior sambia,j,junior,sambia,Defensive Midfield,Midfielder,2520000.0,1996-09-07,1996,9,23,France
Killian Sanson,killian sanson,k,killian,sanson,Defensive Midfield,Midfielder,180000.0,1997-06-07,1997,6,23,France
Téji Savanier,teji savanier,t,teji,savanier,Central Midfield,Midfielder,8550000.0,1991-12-22,1991,12,28,France
Jordan Ferri,jordan ferri,j,jordan,ferri,Central Midfield,Midfielder,2520000.0,1992-03-12,1992,3,28,France
Samy Benchama,samy benchama,s,samy,benchama,Central Midfield,Midfielder,180000.0,2000-06-25,2000,6,20,France
Thibaut Vargas,thibaut vargas,t,thibaut,vargas,Right Midfield,Midfielder,225000.0,2000-05-22,2000,5,20,France
Mihailo Ristic,mihailo ristic,m,mihailo,ristic,Left Midfield,Midfielder,720000.0,1995-10-31,1995,10,24,Serbia
Florent Mollet,florent mollet,f,florent,mollet,Attacking Midfield,Midfielder,6300000.0,1991-11-19,1991,11,28,France
Amir Adouyev,amir adouyev,a,amir,adouyev,Attacking Midfield,Midfielder,135000.0,1999-05-11,1999,5,21,Russia
Keagan Dolly,keagan dolly,k,keagan,dolly,Left Winger,Forward,855000.0,1993-01-22,1993,1,27,South Africa
Il-lok Yun,il-lok yun,i,il-lok,yun,Left Winger,Forward,810000.0,1992-03-07,1992,3,28,"Korea, South"
Andy Delort,andy delort,a,andy,delort,Centre-Forward,Forward,11700000.0,1991-10-09,1991,10,28,Algeria
Gaëtan Laborde,gaetan laborde,g,gaetan,laborde,Centre-Forward,Forward,7200000.0,1994-05-03,1994,5,26,France
Stephy Mavididi,stephy mavididi,s,stephy,mavididi,Centre-Forward,Forward,4500000.0,1998-05-31,1998,5,22,England
Petar Skuletic,petar skuletic,p,petar,skuletic,Centre-Forward,Forward,585000.0,1990-06-29,1990,6,30,Serbia
Bastian Badu,bastian badu,b,bastian,badu,Centre-Forward,Forward,315000.0,2000-02-02,2000,2,20,France
Yanis Ammour,yanis ammour,y,yanis,ammour,Centre-Forward,Forward,180000.0,1999-05-21,1999,5,21,France
Matz Sels,matz sels,m,matz,sels,Goalkeeper,Goalkeeper,5850000.0,1992-02-26,1992,2,28,Belgium
Bingourou Kamara,bingourou kamara,b,bingourou,kamara,Goalkeeper,Goalkeeper,1080000.0,1996-10-21,1996,10,23,France
Eiji Kawashima,eiji kawashima,e,eiji,kawashima,Goalkeeper,Goalkeeper,135000.0,1983-03-20,1983,3,37,Japan
Mohamed Simakan,mohamed simakan,m,mohamed,simakan,Centre-Back,Defender,10800000.0,2000-05-03,2000,5,20,France
Alexander Djiku,alexander djiku,a,alexander,djiku,Centre-Back,Defender,5850000.0,1994-08-09,1994,8,26,France
Anthony Caci,anthony caci,a,anthony,caci,Centre-Back,Defender,2880000.0,1997-07-01,1997,7,23,France
Lamine Koné,lamine kone,l,lamine,kone,Centre-Back,Defender,1980000.0,1989-02-01,1989,2,31,Cote d'Ivoire
Stefan Mitrovic,stefan mitrovic,s,stefan,mitrovic,Centre-Back,Defender,1980000.0,1990-05-22,1990,5,30,Serbia
Ismaël Aaneba,ismael aaneba,i,ismael,aaneba,Centre-Back,Defender,810000.0,1999-05-29,1999,5,21,France
Lionel Carole,lionel carole,l,lionel,carole,Left-Back,Defender,1800000.0,1991-04-12,1991,4,29,France
Kenny Lala,kenny lala,k,kenny,lala,Right-Back,Defender,8550000.0,1991-10-03,1991,10,28,France
Ibrahima Sissoko,ibrahima sissoko,i,ibrahima,sissoko,Defensive Midfield,Midfielder,4320000.0,1997-10-27,1997,10,22,France
Mahame Siby,mahame siby,m,mahame,siby,Defensive Midfield,Midfielder,135000.0,1996-07-07,1996,7,24,France
Jean-Ricner Bellegarde,jean-ricner bellegarde,j,jean-ricner,bellegarde,Central Midfield,Midfielder,3240000.0,1998-06-27,1998,6,22,France
Dimitri Liénard,dimitri lienard,d,dimitri,lienard,Central Midfield,Midfielder,1440000.0,1988-02-13,1988,2,32,France
Sanjin Prcic,sanjin prcic,s,sanjin,prcic,Central Midfield,Midfielder,1440000.0,1993-11-20,1993,11,26,Bosnia-Herzegovina
Adrien Thomasson,adrien thomasson,a,adrien,thomasson,Attacking Midfield,Midfielder,5850000.0,1993-12-10,1993,12,26,France
Mehdi Chahiri,mehdi chahiri,m,mehdi,chahiri,Left Winger,Forward,720000.0,1996-07-25,1996,7,24,France
Ludovic Ajorque,ludovic ajorque,l,ludovic,ajorque,Centre-Forward,Forward,6120000.0,1994-02-25,1994,2,26,France
Lebo Mothiba,lebo mothiba,l,lebo,mothiba,Centre-Forward,Forward,3600000.0,1996-01-28,1996,1,24,South Africa
Majeed Waris,majeed waris,m,majeed,waris,Centre-Forward,Forward,2160000.0,1991-09-19,1991,9,28,Ghana
Kévin Zohi,kevin zohi,k,kevin,zohi,Centre-Forward,Forward,1440000.0,1996-12-19,1996,12,23,Mali
Idriss Saadi,idriss saadi,i,idriss,saadi,Centre-Forward,Forward,653000.0,1992-02-08,1992,2,28,Algeria
Paul Bernardoni,paul bernardoni,p,paul,bernardoni,Goalkeeper,Goalkeeper,6300000.0,1997-04-18,1997,4,23,France
Danijel Petkovic,danijel petkovic,d,danijel,petkovic,Goalkeeper,Goalkeeper,653000.0,1993-05-25,1993,5,27,Montenegro
Ludovic Butelle,ludovic butelle,l,ludovic,butelle,Goalkeeper,Goalkeeper,225000.0,1983-04-03,1983,4,37,France
Romain Thomas,romain thomas,r,romain,thomas,Centre-Back,Defender,2160000.0,1988-06-12,1988,6,32,France
Mateo Pavlovic,mateo pavlovic,m,mateo,pavlovic,Centre-Back,Defender,1080000.0,1990-06-09,1990,6,30,Croatia
Ismaël Traoré,ismael traore,i,ismael,traore,Centre-Back,Defender,1080000.0,1986-08-18,1986,8,34,Cote d'Ivoire
Elhadji Pape Diaw,elhadji pape diaw,e,elhadji,diaw,Centre-Back,Defender,225000.0,1994-12-31,1994,12,25,Senegal
Rayan Aït Nouri,rayan ait nouri,r,rayan,nouri,Left-Back,Defender,18000000.0,2001-06-06,2001,6,19,France
Souleyman Doumbia,souleyman doumbia,s,souleyman,doumbia,Left-Back,Defender,2250000.0,1996-09-24,1996,9,23,Cote d'Ivoire
Enzo Ebosse,enzo ebosse,e,enzo,ebosse,Left-Back,Defender,405000.0,1999-03-11,1999,3,21,France
Abdoulaye Bamba,abdoulaye bamba,a,abdoulaye,bamba,Right-Back,Defender,1800000.0,1990-04-25,1990,4,30,Cote d'Ivoire
Vincent Manceau,vincent manceau,v,vincent,manceau,Right-Back,Defender,1530000.0,1989-07-24,1989,7,31,France
Haithem Loucif,haithem loucif,h,haithem,loucif,Right-Back,Defender,473000.0,1996-07-08,1996,7,24,Algeria
Baptiste Santamaria,baptiste santamaria,b,baptiste,santamaria,Defensive Midfield,Midfielder,6300000.0,1995-03-09,1995,3,25,France
Zinédine Ould Khaled,zinedine ould khaled,z,zinedine,khaled,Defensive Midfield,Midfielder,135000.0,2000-01-14,2000,1,20,France
Angelo Fulgini,angelo fulgini,a,angelo,fulgini,Central Midfield,Midfielder,6300000.0,1996-08-20,1996,8,24,France
Antonin Bobichon,antonin bobichon,a,antonin,bobichon,Central Midfield,Midfielder,2520000.0,1995-09-14,1995,9,24,France
Thomas Mangani,thomas mangani,t,thomas,mangani,Central Midfield,Midfielder,1440000.0,1987-04-29,1987,4,33,France
Lassana Coulibaly,lassana coulibaly,l,lassana,coulibaly,Central Midfield,Midfielder,855000.0,1996-04-10,1996,4,24,Mali
Harrison Manzala,harrison manzala,h,harrison,manzala,Right Midfield,Midfielder,720000.0,1994-03-06,1994,3,26,DR Congo
Mathias Pereira Lage,mathias pereira lage,m,mathias,lage,Left Midfield,Midfielder,2520000.0,1996-11-30,1996,11,23,Portugal
Pierrick Capelle,pierrick capelle,p,pierrick,capelle,Left Midfield,Midfielder,1440000.0,1987-04-15,1987,4,33,France
Anthony Gomez Mancini,anthony gomez mancini,a,anthony,mancini,Attacking Midfield,Midfielder,225000.0,2001-04-06,2001,4,19,France
Waniss Taïbi,waniss taibi,w,waniss,taibi,Attacking Midfield,Midfielder,,2002-03-07,2002,3,18,France
